t_min,P_amb_atm,FIO2,FIN2,I_ex_L_min_wb,pt_N2_atm,pt_O2_atm,r_hat_dimensionless,Pb_N2_atm,Pb_O2_atm,x_hat_N2,x_hat_O2,n_b,N_b_max_cumulative,P_crush_atm,beta_f_hat_dimensionless,r_hat_min_nucleation_dimensionless,h_t_hazard_per_min,P_DCS,P_survival
1.9000000000000006,1.0,0.21,0.79,0.0,0.7411447368421052,0.1328978863977061,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004900279453097123,0.005113690791288555,0.07157205525500718,0,0.0,1.0
2.0000000000000004,1.0,0.21,0.79,0.0,0.7411447368421052,0.13289350880861558,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004904745181241288,0.005113676737516054,0.07157185855610161,0,0.0,1.0
2.1000000000000005,1.0,0.21,0.79,0.0,0.7411447368421052,0.1328892176275535,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004909122770331731,0.005113662961194616,0.07157166574044665,0,0.0,1.0
2.2000000000000006,1.0,0.21,0.79,0.0,0.7411447368421052,0.13288501115715767,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004913413951393886,0.0051136494568722445,0.07157147673173526,0,0.0,1.0
2.3000000000000007,1.0,0.21,0.79,0.0,0.7411447368421052,0.13288088773308707,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.00491762042178967,0.005113636219203086,0.07157129145514597,0,0.0,1.0
2.400000000000001,1.0,0.21,0.79,0.0,0.7411447368421052,0.1328768457233921,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004921743845860305,0.005113623242945393,0.07157110983731446,0,0.0,1.0
2.500000000000001,1.0,0.21,0.79,0.0,0.7411447368421052,0.13287288352789609,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004925785855555254,0.005113610522959543,0.07157093180630568,0,0.0,1.0
2.600000000000001,1.0,0.21,0.79,0.0,0.7411447368421052,0.1328689995775884,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004929748051051286,0.005113598054206078,0.07157075729158659,0,0.0,1.0
2.700000000000001,1.0,0.21,0.79,0.0,0.7411447368421052,0.13286519233402855,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.00493363200135899,0.0051135858317437905,0.07157058622399923,0,0.0,1.0
2.800000000000001,1.0,0.21,0.79,0.0,0.7411447368421052,0.13286146028876109,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.00493743924491874,0.005113573850727844,0.07157041853573447,0,0.0,1.0
2.9000000000000012,1.0,0.21,0.79,0.0,0.7411447368421052,0.13285780196274172,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.00494117129018623,0.0051135621064079175,0.07157025416030603,0,0.0,1.0
3.0000000000000013,1.0,0.21,0.79,0.0,0.7411447368421052,0.1328542159057736,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0049448296162056815,0.005113550594126396,0.07157009303252518,0,0.0,1.0
3.1000000000000014,1.0,0.21,0.79,0.0,0.7411447368421052,0.13285070069595414,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004948415673173723,0.005113539309316597,0.07156993508847587,0,0.0,1.0
3.2000000000000015,1.0,0.21,0.79,0.0,0.7411447368421052,0.13284725493913224,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004951930882993172,0.005113528247501009,0.07156978026549013,0,0.0,1.0
3.3000000000000016,1.0,0.21,0.79,0.0,0.7411447368421052,0.13284387726837538,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004955376639815046,0.005113517404289595,0.07156962850212426,0,0.0,1.0
3.4000000000000017,1.0,0.21,0.79,0.0,0.7411447368421052,0.13284056634344663,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004958754310571911,0.005113506775378092,0.07156947973813511,0,0.0,1.0
3.5000000000000018,1.0,0.21,0.79,0.0,0.7411447368421052,0.13283732085029137,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.00496206523550069,0.005113496356546377,0.07156933391445713,0,0.0,1.0
3.600000000000002,1.0,0.21,0.79,0.0,0.7411447368421052,0.13283413950053374,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004965310728655914,0.005113486143656833,0.07156919097317958,0,0.0,1.0
3.700000000000002,1.0,0.21,0.79,0.0,0.7411447368421052,0.1328310210309822,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0049684920784135445,0.005113476132652767,0.07156905085752428,0,0.0,1.0
3.800000000000002,1.0,0.21,0.79,0.0,0.7411447368421052,0.13282796420314444,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004971610547965133,0.005113466319556845,0.07156891351182385,0,0.0,1.0
3.900000000000002,1.0,0.21,0.79,0.0,0.7411447368421052,0.13282496780275144,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004974667375802877,0.005113456700469567,0.07156877888150022,0,0.0,1.0
4.000000000000002,1.0,0.21,0.79,0.0,0.7411447368421052,0.13282203063929032,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004977663776195906,0.005113447271567755,0.07156864691304358,0,0.0,1.0
4.100000000000001,1.0,0.21,0.79,0.0,0.7411447368421052,0.13281915154554594,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0049806009396570206,0.005113438029103089,0.07156851755399182,0,0.0,1.0
4.200000000000001,1.0,0.21,0.79,0.0,0.7411447368421052,0.13281632937715113,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004983480033401433,0.005113428969400656,0.07156839075291024,0,0.0,1.0
4.300000000000001,1.0,0.21,0.79,0.0,0.7411447368421052,0.13281356301214534,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004986302201796189,0.005113420088857527,0.0715682664593717,0,0.0,1.0
4.4,1.0,0.21,0.79,0.0,0.7411447368421052,0.13281085135054163,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004989068566802035,0.005113411383941368,0.07156814462393703,0,0.0,1.0
4.5,1.0,0.21,0.79,0.0,0.7411447368421052,0.13280819331390173,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.00499178022840574,0.00511340285118908,0.07156802519813614,0,0.0,1.0
4.6,1.0,0.21,0.79,0.0,0.7411447368421052,0.13280558784491922,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004994438265045642,0.005113394487205445,0.07156790813444901,0,0.0,1.0
4.699999999999999,1.0,0.21,0.79,0.0,0.7411447368421052,0.13280303390701043,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004997043734028095,0.00511338628866182,0.07156779338628741,0,0.0,1.0
4.799999999999999,1.0,0.21,0.79,0.0,0.7411447368421052,0.13280053048391308,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.004999597671936917,0.005113378252294848,0.07156768090797684,0,0.0,1.0
4.899999999999999,1.0,0.21,0.79,0.0,0.7411447368421052,0.13279807657929268,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.005002101095034295,0.005113370374905184,0.07156757065473875,0,0.0,1.0
5.0,1.0,0.21,0.79,0.0,0.7411447368421052,0.13279567121635616,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.005004554999654687,0.00511336265335626,0.07156746258267323,0,0.0,1.0
5.1,0.2353170632313429,0.21,0.79,0.0,0.7397507685614934,0.1132303352058297,1e-09,0.17085344943899636,0.026151771884832684,0.0,0.0,0.0,0.0,0.005006960362591184,0.005113355084573064,0.07156735664874189,0,0.0,1.0
5.199999999999999,0.2353170632313429,0.21,0.79,0.0,0.7369714520340317,0.0749845236853597,0.07872409231361609,0,0,0.0,0.0,0.2498230134471416,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,1.5462136534716674e-12,7.72715225139109e-14,0.9999999999999227
5.299999999999999,0.2353170632313429,0.21,0.79,0.0,0.7342049065283921,0.041032563451218015,0.08659650154497771,0,0,0.0,0.0,0.24982301330632278,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,3.6042240218298053e-12,3.348432642269472e-13,0.9999999999996652
5.399999999999999,0.2353170632313429,0.21,0.79,0.0,0.7314511188812778,0.021898355241662438,0.09525615169947549,0,0,0.0,0.0,0.24982301305848162,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,6.3434358109654676e-12,8.322231792590173e-13,0.9999999999991678
5.499999999999998,0.2353170632313429,0.21,0.79,0.0,0.7287100302601288,0.014680331631646717,0.10478176686942305,0,0,0.0,0.0,0.24982301266819368,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,9.989326678745922e-12,1.6489032361732825e-12,0.9999999999983511
5.599999999999998,0.2353170632313429,0.21,0.79,0.0,0.7259815821036903,0.010800066284854193,0.11525994355636536,0,0,0.0,0.0,0.2498230120883091,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,1.484200737758351e-11,2.890465644611595e-12,0.9999999999971095
5.6999999999999975,0.2353170632313429,0.21,0.79,0.0,0.7232657161207612,0.008364223108684383,0.1267859379120019,0,0,0.0,0.0,0.2498230112560714,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,2.1300925300643464e-11,4.697575661793962e-12,0.9999999999953024
5.799999999999997,0.2353170632313429,0.21,0.79,0.0,0.7205623742889486,0.006688424625323943,0.1394645317032021,0,0,0.0,0.0,0.24982301008795169,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,2.9897744895537595e-11,7.257527911974648e-12,0.9999999999927425
5.899999999999997,0.2353170632313429,0.21,0.79,0.0,0.717871498853429,0.005460942954285128,0.15341098487352234,0,0,0.0,0.0,0.24982300847277303,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,4.1340111483751335e-11,1.0819456441879538e-11,0.9999999999891805
5.9999999999999964,0.2353170632313429,0.21,0.79,0.0,0.7151930323257136,0.004519878140933155,0.16875208336087458,0,0,0.0,0.0,0.2498230062625589,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,5.6569900884430046e-11,1.5714984868964166e-11,0.999999999984285
6.099999999999996,0.2353170632313429,0.21,0.79,0.0,0.7125269174824204,0.003772811533339549,0.18562729169696204,0,0,0.0,0.0,0.24982300326035262,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,7.684074962839537e-11,2.2385537867819494e-11,0.9999999999776145
6.199999999999996,0.2353170632313429,0.21,0.79,0.0,0.7098730973640516,0.003163052477776628,0.20419002086665827,0,0,0.0,0.0,0.24982299920400478,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,1.0382124761051073e-10,3.1418645463077155e-11,0.9999999999685814
6.299999999999995,0.2353170632313429,0.21,0.79,0.0,0.7072315152737768,0.0026538122631449557,0.2246090229533241,0,0,0.0,0.0,0.24982299374459455,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,1.397322873992028e-10,4.359634875328311e-11,0.9999999999564037
6.399999999999995,0.2353170632313429,0.21,0.79,0.0,0.7046021147762219,0.0022201113584414595,0.24706992524865654,0,0,0.0,0.0,0.2498229864177084,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,1.8752987597109102e-10,5.995948182402344e-11,0.9999999999400405
6.499999999999995,0.2353170632313429,0.21,0.79,0.0,0.701984839696263,0.0018443394330323244,0.2711572850424884,0.14000561915342463,0,0.0,0.0,0.2498229766734199,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,2.494026884575787e-10,8.180611743568988e-11,0.9999999999181939
6.599999999999994,0.2353170632313429,0.21,0.79,0.0,0.6993796341178263,0.0015136730493254503,0.24404155653823958,0.15843178111426104,0,0.0,0.0,0.24982296961929454,0.24982301350755295,0.005006960362591184,0.005113355084573064,0.07156735664874189,1.8054861598442457e-10,1.0330369892841418e-10,0.9999999998966963
