scenario_id,scenario,error
1624,"{'altitude': 36793.87535344801, 'time_at_altitude': 308.7752365192866, 'prebreathing_time': 76.60816535753932, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1625,"{'altitude': 39413.20891595009, 'time_at_altitude': 31.29883205482238, 'prebreathing_time': 140.21178792640723, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1626,"{'altitude': 36851.960401270946, 'time_at_altitude': 249.68786744242274, 'prebreathing_time': 10.612469300778216, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1627,"{'altitude': 38492.4599824239, 'time_at_altitude': 41.18153852934441, 'prebreathing_time': 11.823179028758375, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1628,"{'altitude': 37493.07286712759, 'time_at_altitude': 4.22556872910468, 'prebreathing_time': 214.19936975533784, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1629,"{'altitude': 33129.63887200425, 'time_at_altitude': 244.42716917311517, 'prebreathing_time': 71.98752738721265, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1630,"{'altitude': 32653.581179443077, 'time_at_altitude': 159.165434781562, 'prebreathing_time': 137.58954908482355, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1631,"{'altitude': 37898.29139350187, 'time_at_altitude': 285.48546476591287, 'prebreathing_time': 79.86634834529953, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1632,"{'altitude': 36144.34843963007, 'time_at_altitude': 91.47870419963672, 'prebreathing_time': 1.6246195283199327, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1633,"{'altitude': 35340.03559721498, 'time_at_altitude': 220.2242989871783, 'prebreathing_time': 184.5012485568259, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1634,"{'altitude': 38178.62247728638, 'time_at_altitude': 311.3829043063083, 'prebreathing_time': 108.92403399730928, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1635,"{'altitude': 32760.442012806063, 'time_at_altitude': 34.86263507233543, 'prebreathing_time': 53.385758887498355, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1636,"{'altitude': 37509.164493585864, 'time_at_altitude': 243.1382128578484, 'prebreathing_time': 183.04356943568172, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1637,"{'altitude': 36442.71388481983, 'time_at_altitude': 91.65742622919691, 'prebreathing_time': 10.820316082696051, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1638,"{'altitude': 39791.13287880709, 'time_at_altitude': 7.771845361583807, 'prebreathing_time': 20.461038940140995, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1639,"{'altitude': 32779.39090863935, 'time_at_altitude': 72.5069157522784, 'prebreathing_time': 208.5743673156062, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1640,"{'altitude': 36010.717205525354, 'time_at_altitude': 302.4941297086597, 'prebreathing_time': 166.01751252173133, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1641,"{'altitude': 35133.59191148023, 'time_at_altitude': 302.54752146366724, 'prebreathing_time': 1.3603782056821956, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1642,"{'altitude': 34093.40844796183, 'time_at_altitude': 279.2440016588148, 'prebreathing_time': 65.16496704940361, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1643,"{'altitude': 39122.74209461699, 'time_at_altitude': 66.52269805746467, 'prebreathing_time': 211.74303589872943, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1644,"{'altitude': 39370.65372513304, 'time_at_altitude': 83.15693513943174, 'prebreathing_time': 201.63832013641496, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1645,"{'altitude': 39270.76919187482, 'time_at_altitude': 287.6203719833267, 'prebreathing_time': 189.16215252940825, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1646,"{'altitude': 36627.28715397218, 'time_at_altitude': 286.89863429175654, 'prebreathing_time': 78.02508590323212, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1647,"{'altitude': 36394.35543270525, 'time_at_altitude': 322.2012552594144, 'prebreathing_time': 86.60661573528427, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1648,"{'altitude': 36500.59437841986, 'time_at_altitude': 99.28249983986706, 'prebreathing_time': 70.14996776737992, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1649,"{'altitude': 36653.00135075048, 'time_at_altitude': 66.96614512954109, 'prebreathing_time': 147.63230213878825, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1650,"{'altitude': 35986.19689266158, 'time_at_altitude': 80.92715780730238, 'prebreathing_time': 210.67025313374236, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1651,"{'altitude': 37355.45571727848, 'time_at_altitude': 290.51250893338636, 'prebreathing_time': 185.39903508690986, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1652,"{'altitude': 33921.20658802075, 'time_at_altitude': 302.26305692356067, 'prebreathing_time': 205.67727694564732, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1653,"{'altitude': 33131.70053539542, 'time_at_altitude': 175.81594851673972, 'prebreathing_time': 221.92323292725592, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1654,"{'altitude': 38804.363614675975, 'time_at_altitude': 246.59176169438211, 'prebreathing_time': 120.46979484725139, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1655,"{'altitude': 35415.055908912625, 'time_at_altitude': 174.735089599134, 'prebreathing_time': 219.21562262824955, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1656,"{'altitude': 39870.25853856979, 'time_at_altitude': 249.57760755169787, 'prebreathing_time': 179.26633982697504, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1657,"{'altitude': 36500.15934780236, 'time_at_altitude': 32.18188124787179, 'prebreathing_time': 56.99974853118925, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1658,"{'altitude': 32845.72981326746, 'time_at_altitude': 51.30946689473919, 'prebreathing_time': 123.51124832645561, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
