altitude,prebreathing_time,exercise_level,time_at_altitude,risk_of_decompression_sickness
23000,0,Mild,170,33.00
23000,0,Mild,180,35.00
23000,0,Mild,190,37.00
23000,0,Mild,200,39.00
23000,0,Mild,210,40.00
23000,0,Mild,220,42.00
23000,0,Mild,230,44.00
23000,0,Mild,240,45.00
23000,0,Heavy,10,1.00
23000,0,Heavy,20,3.00
23000,0,Heavy,30,6.00
23000,0,Heavy,40,9.00
23000,0,Heavy,50,12.00
23000,0,Heavy,60,15.00
23000,0,Heavy,70,19.00
23000,0,Heavy,80,22.00
23000,0,Heavy,90,25.00
23000,0,Heavy,100,28.00
23000,0,Heavy,110,31.00
23000,0,Heavy,120,34.00
23000,0,Heavy,130,37.00
23000,0,Heavy,140,40.00
23000,0,Heavy,150,43.00
23000,0,Heavy,160,45.00
23000,0,Heavy,170,47.00
23000,0,Heavy,180,50.00
23000,0,Heavy,190,52.00
23000,0,Heavy,200,54.00
23000,0,Heavy,210,56.00
23000,0,Heavy,220,57.00
23000,0,Heavy,230,59.00
23000,0,Heavy,240,61.00
23000,15,Rest,10,0.00
23000,15,Rest,20,0.00
23000,15,Rest,30,1.00
23000,15,Rest,40,1.00
23000,15,Rest,50,1.00
23000,15,Rest,60,2.00
23000,15,Rest,70,2.00
23000,15,Rest,80,3.00
23000,15,Rest,90,4.00
23000,15,Rest,100,4.00
23000,15,Rest,110,5.00
23000,15,Rest,120,6.00
23000,15,Rest,130,6.00
23000,15,Rest,140,7.00
23000,15,Rest,150,8.00
23000,15,Rest,160,9.00
23000,15,Rest,170,9.00
23000,15,Rest,180,10.00
23000,15,Rest,190,11.00
23000,15,Rest,200,12.00
23000,15,Rest,210,13.00
23000,15,Rest,220,13.00
23000,15,Rest,230,14.00
23000,15,Rest,240,15.00
23000,15,Mild,10,0.00
23000,15,Mild,20,1.00
23000,15,Mild,30,2.00
23000,15,Mild,40,3.00
23000,15,Mild,50,5.00
23000,15,Mild,60,6.00
23000,15,Mild,70,8.00
23000,15,Mild,80,9.00
23000,15,Mild,90,11.00
23000,15,Mild,100,13.00
23000,15,Mild,110,15.00
23000,15,Mild,120,17.00
23000,15,Mild,130,18.00
23000,15,Mild,140,20.00
23000,15,Mild,150,22.00
23000,15,Mild,160,24.00
23000,15,Mild,170,26.00
23000,15,Mild,180,28.00
23000,15,Mild,190,29.00
23000,15,Mild,200,31.00
23000,15,Mild,210,33.00
23000,15,Mild,220,34.00
23000,15,Mild,230,36.00
23000,15,Mild,240,38.00
23000,15,Heavy,10,1.00
23000,15,Heavy,20,2.00
23000,15,Heavy,30,4.00
23000,15,Heavy,40,7.00
23000,15,Heavy,50,9.00
23000,15,Heavy,60,12.00
23000,15,Heavy,70,14.00
23000,15,Heavy,80,17.00
23000,15,Heavy,90,19.00
23000,15,Heavy,100,22.00
23000,15,Heavy,110,25.00
23000,15,Heavy,120,27.00
23000,15,Heavy,130,30.00
23000,15,Heavy,140,32.00
23000,15,Heavy,150,34.00
23000,15,Heavy,160,36.00
23000,15,Heavy,170,39.00
23000,15,Heavy,180,41.00
23000,15,Heavy,190,43.00
23000,15,Heavy,200,44.00
23000,15,Heavy,210,46.00
23000,15,Heavy,220,48.00
23000,15,Heavy,230,50.00
23000,15,Heavy,240,51.00
23000,30,Rest,10,0.00
23000,30,Rest,20,0.00
23000,30,Rest,30,1.00
23000,30,Rest,40,1.00
23000,30,Rest,50,1.00
23000,30,Rest,60,2.00
23000,30,Rest,70,2.00
23000,30,Rest,80,3.00
23000,30,Rest,90,3.00
23000,30,Rest,100,4.00
23000,30,Rest,110,4.00
23000,30,Rest,120,5.00
23000,30,Rest,130,5.00
23000,30,Rest,140,6.00
23000,30,Rest,150,7.00
23000,30,Rest,160,7.00
23000,30,Rest,170,8.00
23000,30,Rest,180,9.00
23000,30,Rest,190,10.00
23000,30,Rest,200,10.00
23000,30,Rest,210,11.00
23000,30,Rest,220,12.00
23000,30,Rest,230,13.00
23000,30,Rest,240,13.00
23000,30,Mild,10,0.00
23000,30,Mild,20,1.00
23000,30,Mild,30,2.00
23000,30,Mild,40,3.00
23000,30,Mild,50,4.00
23000,30,Mild,60,5.00
23000,30,Mild,70,7.00
23000,30,Mild,80,8.00
23000,30,Mild,90,10.00
23000,30,Mild,100,11.00
23000,30,Mild,110,13.00
23000,30,Mild,120,15.00
23000,30,Mild,130,16.00
23000,30,Mild,140,18.00
23000,30,Mild,150,20.00
23000,30,Mild,160,21.00
23000,30,Mild,170,23.00
23000,30,Mild,180,25.00
23000,30,Mild,190,26.00
23000,30,Mild,200,28.00
23000,30,Mild,210,29.00
23000,30,Mild,220,31.00
23000,30,Mild,230,33.00
23000,30,Mild,240,34.00
23000,30,Heavy,10,1.00
23000,30,Heavy,20,2.00
23000,30,Heavy,30,4.00
23000,30,Heavy,40,6.00
23000,30,Heavy,50,8.00
23000,30,Heavy,60,10.00
23000,30,Heavy,70,12.00
23000,30,Heavy,80,15.00
23000,30,Heavy,90,17.00
23000,30,Heavy,100,20.00
23000,30,Heavy,110,22.00
23000,30,Heavy,120,24.00
23000,30,Heavy,130,27.00
23000,30,Heavy,140,29.00
23000,30,Heavy,150,31.00
23000,30,Heavy,160,33.00
23000,30,Heavy,170,35.00
23000,30,Heavy,180,37.00
23000,30,Heavy,190,39.00
23000,30,Heavy,200,41.00
23000,30,Heavy,210,43.00
23000,30,Heavy,220,44.00
23000,30,Heavy,230,46.00
23000,30,Heavy,240,48.00
23000,45,Rest,10,0.00
23000,45,Rest,20,0.00
23000,45,Rest,30,0.00
23000,45,Rest,40,1.00
23000,45,Rest,50,1.00
23000,45,Rest,60,1.00
23000,45,Rest,70,2.00
23000,45,Rest,80,2.00
23000,45,Rest,90,3.00
23000,45,Rest,100,3.00
23000,45,Rest,110,4.00
23000,45,Rest,120,4.00
23000,45,Rest,130,5.00
23000,45,Rest,140,5.00
23000,45,Rest,150,6.00
23000,45,Rest,160,6.00
23000,45,Rest,170,7.00
23000,45,Rest,180,8.00
23000,45,Rest,190,8.00
23000,45,Rest,200,9.00
23000,45,Rest,210,10.00
23000,45,Rest,220,10.00
23000,45,Rest,230,11.00
23000,45,Rest,240,12.00
23000,45,Mild,10,0.00
23000,45,Mild,20,1.00
23000,45,Mild,30,2.00
23000,45,Mild,40,2.00
23000,45,Mild,50,3.00
23000,45,Mild,60,5.00
23000,45,Mild,70,6.00
23000,45,Mild,80,7.00
23000,45,Mild,90,8.00
23000,45,Mild,100,10.00
23000,45,Mild,110,11.00
23000,45,Mild,120,13.00
23000,45,Mild,130,14.00
23000,45,Mild,140,16.00
23000,45,Mild,150,17.00
23000,45,Mild,160,19.00
23000,45,Mild,170,20.00
23000,45,Mild,180,22.00
23000,45,Mild,190,23.00
23000,45,Mild,200,25.00
23000,45,Mild,210,26.00
23000,45,Mild,220,28.00
23000,45,Mild,230,29.00
23000,45,Mild,240,31.00
23000,45,Heavy,10,1.00
23000,45,Heavy,20,2.00
23000,45,Heavy,30,3.00
23000,45,Heavy,40,5.00
23000,45,Heavy,50,7.00
23000,45,Heavy,60,9.00
23000,45,Heavy,70,11.00
23000,45,Heavy,80,13.00
23000,45,Heavy,90,15.00
23000,45,Heavy,100,17.00
23000,45,Heavy,110,20.00
23000,45,Heavy,120,22.00
23000,45,Heavy,130,24.00
23000,45,Heavy,140,26.00
23000,45,Heavy,150,28.00
23000,45,Heavy,160,30.00
23000,45,Heavy,170,32.00
23000,45,Heavy,180,34.00
23000,45,Heavy,190,36.00
23000,45,Heavy,200,37.00
23000,45,Heavy,210,39.00
23000,45,Heavy,220,41.00
23000,45,Heavy,230,43.00
23000,45,Heavy,240,44.00
23000,60,Rest,10,0.00
23000,60,Rest,20,0.00
23000,60,Rest,30,0.00
23000,60,Rest,40,1.00
23000,60,Rest,50,1.00
23000,60,Rest,60,1.00
23000,60,Rest,70,2.00
23000,60,Rest,80,2.00
23000,60,Rest,90,2.00
23000,60,Rest,100,3.00
23000,60,Rest,110,3.00
23000,60,Rest,120,4.00
23000,60,Rest,130,4.00
23000,60,Rest,140,5.00
23000,60,Rest,150,5.00
23000,60,Rest,160,6.00
23000,60,Rest,170,6.00
23000,60,Rest,180,7.00
23000,60,Rest,190,7.00
23000,60,Rest,200,8.00
23000,60,Rest,210,8.00
23000,60,Rest,220,9.00
23000,60,Rest,230,10.00
23000,60,Rest,240,10.00
23000,60,Mild,10,0.00
23000,60,Mild,20,1.00
23000,60,Mild,30,1.00
23000,60,Mild,40,2.00
23000,60,Mild,50,3.00
23000,60,Mild,60,4.00
23000,60,Mild,70,5.00
23000,60,Mild,80,6.00
23000,60,Mild,90,7.00
23000,60,Mild,100,9.00
23000,60,Mild,110,10.00
23000,60,Mild,120,11.00
23000,60,Mild,130,12.00
23000,60,Mild,140,14.00
23000,60,Mild,150,15.00
23000,60,Mild,160,17.00
23000,60,Mild,170,18.00
23000,60,Mild,180,19.00
23000,60,Mild,190,21.00
23000,60,Mild,200,22.00
23000,60,Mild,210,24.00
23000,60,Mild,220,25.00
23000,60,Mild,230,26.00
23000,60,Mild,240,28.00
23000,60,Heavy,10,1.00
23000,60,Heavy,20,1.00
23000,60,Heavy,30,3.00
23000,60,Heavy,40,4.00
23000,60,Heavy,50,6.00
23000,60,Heavy,60,8.00
23000,60,Heavy,70,10.00
23000,60,Heavy,80,12.00
23000,60,Heavy,90,13.00
23000,60,Heavy,100,15.00
23000,60,Heavy,110,17.00
23000,60,Heavy,120,19.00
23000,60,Heavy,130,21.00
23000,60,Heavy,140,23.00
23000,60,Heavy,150,25.00
23000,60,Heavy,160,27.00
23000,60,Heavy,170,29.00
23000,60,Heavy,180,31.00
23000,60,Heavy,190,32.00
23000,60,Heavy,200,34.00
23000,60,Heavy,210,36.00
23000,60,Heavy,220,37.00
23000,60,Heavy,230,39.00
23000,60,Heavy,240,41.00
23500,0,Rest,10,0.00
23500,0,Rest,20,1.00
23500,0,Rest,30,1.00
23500,0,Rest,40,2.00
23500,0,Rest,50,2.00
23500,0,Rest,60,3.00
23500,0,Rest,70,4.00
23500,0,Rest,80,5.00
23500,0,Rest,90,6.00
23500,0,Rest,100,7.00
23500,0,Rest,110,7.00
23500,0,Rest,120,9.00
23500,0,Rest,130,10.00
23500,0,Rest,140,11.00
23500,0,Rest,150,12.00
23500,0,Rest,160,13.00
23500,0,Rest,170,14.00
23500,0,Rest,180,15.00
23500,0,Rest,190,16.00
23500,0,Rest,200,17.00
23500,0,Rest,210,18.00
23500,0,Rest,220,19.00
23500,0,Rest,230,20.00
23500,0,Rest,240,21.00
23500,0,Mild,10,1.00
23500,0,Mild,20,3.00
23500,0,Mild,30,5.00
23500,0,Mild,40,8.00
23500,0,Mild,50,11.00
23500,0,Mild,60,14.00
23500,0,Mild,70,17.00
23500,0,Mild,80,20.00
23500,0,Mild,90,23.00
23500,0,Mild,100,25.00
23500,0,Mild,110,28.00
23500,0,Mild,120,30.00
23500,0,Mild,130,33.00
23500,0,Mild,140,35.00
23500,0,Mild,150,37.00
23500,0,Mild,160,39.00
23500,0,Mild,170,41.00
23500,0,Mild,180,43.00
23500,0,Mild,190,45.00
23500,0,Mild,200,47.00
23500,0,Mild,210,49.00
23500,0,Mild,220,50.00
23500,0,Mild,230,52.00
23500,0,Mild,240,53.00
23500,0,Heavy,10,1.00
23500,0,Heavy,20,4.00
23500,0,Heavy,30,7.00
23500,0,Heavy,40,11.00
23500,0,Heavy,50,15.00
23500,0,Heavy,60,19.00
23500,0,Heavy,70,23.00
23500,0,Heavy,80,26.00
23500,0,Heavy,90,30.00
23500,0,Heavy,100,34.00
23500,0,Heavy,110,37.00
23500,0,Heavy,120,40.00
23500,0,Heavy,130,43.00
23500,0,Heavy,140,46.00
23500,0,Heavy,150,48.00
23500,0,Heavy,160,51.00
23500,0,Heavy,170,53.00
23500,0,Heavy,180,55.00
23500,0,Heavy,190,57.00
23500,0,Heavy,200,59.00
23500,0,Heavy,210,61.00
23500,0,Heavy,220,62.00
23500,0,Heavy,230,64.00
23500,0,Heavy,240,65.00
23500,15,Rest,10,0.00
23500,15,Rest,20,0.00
23500,15,Rest,30,1.00
23500,15,Rest,40,1.00
23500,15,Rest,50,2.00
23500,15,Rest,60,3.00
23500,15,Rest,70,3.00
23500,15,Rest,80,4.00
23500,15,Rest,90,5.00
23500,15,Rest,100,6.00
23500,15,Rest,110,7.00
23500,15,Rest,120,7.00
23500,15,Rest,130,8.00
23500,15,Rest,140,9.00
23500,15,Rest,150,10.00
23500,15,Rest,160,11.00
23500,15,Rest,170,12.00
23500,15,Rest,180,13.00
23500,15,Rest,190,14.00
23500,15,Rest,200,15.00
23500,15,Rest,210,16.00
23500,15,Rest,220,17.00
23500,15,Rest,230,18.00
23500,15,Rest,240,19.00
23500,15,Mild,10,0.00
23500,15,Mild,20,1.00
23500,15,Mild,30,3.00
23500,15,Mild,40,4.00
23500,15,Mild,50,6.00
23500,15,Mild,60,7.00
23500,15,Mild,70,9.00
23500,15,Mild,80,11.00
23500,15,Mild,90,13.00
23500,15,Mild,100,15.00
23500,15,Mild,110,17.00
23500,15,Mild,120,19.00
23500,15,Mild,130,21.00
23500,15,Mild,140,23.00
23500,15,Mild,150,25.00
23500,15,Mild,160,27.00
23500,15,Mild,170,29.00
23500,15,Mild,180,31.00
23500,15,Mild,190,33.00
23500,15,Mild,200,35.00
23500,15,Mild,210,36.00
23500,15,Mild,220,38.00
23500,15,Mild,230,40.00
23500,15,Mild,240,41.00
23500,15,Heavy,10,1.00
23500,15,Heavy,20,3.00
23500,15,Heavy,30,6.00
23500,15,Heavy,40,9.00
23500,15,Heavy,50,12.00
23500,15,Heavy,60,15.00
23500,15,Heavy,70,19.00
23500,15,Heavy,80,22.00
23500,15,Heavy,90,25.00
23500,15,Heavy,100,28.00
23500,15,Heavy,110,31.00
23500,15,Heavy,120,33.00
23500,15,Heavy,130,36.00
23500,15,Heavy,140,39.00
23500,15,Heavy,150,41.00
23500,15,Heavy,160,43.00
23500,15,Heavy,170,45.00
23500,15,Heavy,180,47.00
23500,15,Heavy,190,49.00
23500,15,Heavy,200,51.00
23500,15,Heavy,210,53.00
23500,15,Heavy,220,55.00
23500,15,Heavy,230,56.00
23500,15,Heavy,240,58.00
23500,30,Rest,10,0.00
23500,30,Rest,20,0.00
23500,30,Rest,30,1.00
23500,30,Rest,40,1.00
23500,30,Rest,50,2.00
23500,30,Rest,60,2.00
23500,30,Rest,70,3.00
23500,30,Rest,80,3.00
23500,30,Rest,90,4.00
23500,30,Rest,100,5.00
23500,30,Rest,110,6.00
23500,30,Rest,120,6.00
23500,30,Rest,130,7.00
23500,30,Rest,140,8.00
23500,30,Rest,150,9.00
23500,30,Rest,160,10.00
23500,30,Rest,170,11.00
23500,30,Rest,180,12.00
23500,30,Rest,190,12.00
23500,30,Rest,200,13.00
23500,30,Rest,210,14.00
23500,30,Rest,220,15.00
23500,30,Rest,230,16.00
23500,30,Rest,240,17.00
23500,30,Mild,10,0.00
23500,30,Mild,20,1.00
23500,30,Mild,30,2.00
23500,30,Mild,40,3.00
23500,30,Mild,50,5.00
23500,30,Mild,60,6.00
23500,30,Mild,70,8.00
23500,30,Mild,80,10.00
23500,30,Mild,90,11.00
23500,30,Mild,100,13.00
23500,30,Mild,110,15.00
23500,30,Mild,120,17.00
23500,30,Mild,130,19.00
23500,30,Mild,140,21.00
23500,30,Mild,150,22.00
23500,30,Mild,160,24.00
23500,30,Mild,170,26.00
23500,30,Mild,180,28.00
23500,30,Mild,190,30.00
23500,30,Mild,200,31.00
23500,30,Mild,210,33.00
23500,30,Mild,220,35.00
23500,30,Mild,230,36.00
23500,30,Mild,240,38.00
23500,30,Heavy,10,1.00
23500,30,Heavy,20,3.00
23500,30,Heavy,30,5.00
23500,30,Heavy,40,8.00
23500,30,Heavy,50,11.00
23500,30,Heavy,60,13.00
23500,30,Heavy,70,16.00
23500,30,Heavy,80,19.00
23500,30,Heavy,90,22.00
23500,30,Heavy,100,25.00
23500,30,Heavy,110,28.00
23500,30,Heavy,120,30.00
23500,30,Heavy,130,33.00
23500,30,Heavy,140,35.00
23500,30,Heavy,150,38.00
23500,30,Heavy,160,40.00
23500,30,Heavy,170,42.00
23500,30,Heavy,180,44.00
23500,30,Heavy,190,46.00
23500,30,Heavy,200,48.00
23500,30,Heavy,210,50.00
23500,30,Heavy,220,51.00
23500,30,Heavy,230,53.00
23500,30,Heavy,240,54.00
23500,45,Rest,10,0.00
23500,45,Rest,20,0.00
23500,45,Rest,30,1.00
23500,45,Rest,40,1.00
23500,45,Rest,50,1.00
23500,45,Rest,60,2.00
23500,45,Rest,70,2.00
23500,45,Rest,80,3.00
23500,45,Rest,90,4.00
23500,45,Rest,100,4.00
23500,45,Rest,110,5.00
23500,45,Rest,120,6.00
23500,45,Rest,130,6.00
23500,45,Rest,140,7.00
23500,45,Rest,150,8.00
23500,45,Rest,160,8.00
23500,45,Rest,170,9.00
23500,45,Rest,180,10.00
23500,45,Rest,190,11.00
23500,45,Rest,200,12.00
23500,45,Rest,210,12.00
23500,45,Rest,220,13.00
23500,45,Rest,230,14.00
23500,45,Rest,240,15.00
23500,45,Mild,10,0.00
23500,45,Mild,20,1.00
23500,45,Mild,30,2.00
23500,45,Mild,40,3.00
23500,45,Mild,50,4.00
23500,45,Mild,60,5.00
23500,45,Mild,70,7.00
23500,45,Mild,80,8.00
23500,45,Mild,90,10.00
23500,45,Mild,100,12.00
23500,45,Mild,110,13.00
23500,45,Mild,120,15.00
23500,45,Mild,130,17.00
23500,45,Mild,140,18.00
23500,45,Mild,150,20.00
23500,45,Mild,160,22.00
23500,45,Mild,170,23.00
23500,45,Mild,180,25.00
23500,45,Mild,190,27.00
23500,45,Mild,200,28.00
23500,45,Mild,210,30.00
23500,45,Mild,220,31.00
23500,45,Mild,230,33.00
23500,45,Mild,240,34.00
23500,45,Heavy,10,1.00
23500,45,Heavy,20,2.00
23500,45,Heavy,30,4.00
23500,45,Heavy,40,7.00
23500,45,Heavy,50,9.00
23500,45,Heavy,60,12.00
23500,45,Heavy,70,15.00
23500,45,Heavy,80,17.00
23500,45,Heavy,90,20.00
23500,45,Heavy,100,22.00
23500,45,Heavy,110,25.00
23500,45,Heavy,120,28.00
23500,45,Heavy,130,30.00
23500,45,Heavy,140,32.00
23500,45,Heavy,150,34.00
23500,45,Heavy,160,37.00
23500,45,Heavy,170,39.00
23500,45,Heavy,180,41.00
23500,45,Heavy,190,43.00
23500,45,Heavy,200,44.00
23500,45,Heavy,210,46.00
23500,45,Heavy,220,48.00
23500,45,Heavy,230,49.00
23500,45,Heavy,240,51.00
23500,60,Rest,10,0.00
23500,60,Rest,20,0.00
23500,60,Rest,30,1.00
23500,60,Rest,40,1.00
23500,60,Rest,50,1.00
23500,60,Rest,60,2.00
23500,60,Rest,70,2.00
23500,60,Rest,80,3.00
23500,60,Rest,90,3.00
23500,60,Rest,100,4.00
23500,60,Rest,110,4.00
23500,60,Rest,120,5.00
23500,60,Rest,130,5.00
23500,60,Rest,140,6.00
23500,60,Rest,150,7.00
23500,60,Rest,160,7.00
23500,60,Rest,170,8.00
23500,60,Rest,180,9.00
23500,60,Rest,190,9.00
23500,60,Rest,200,10.00
23500,60,Rest,210,11.00
23500,60,Rest,220,12.00
23500,60,Rest,230,12.00
23500,60,Rest,240,13.00
23500,60,Mild,10,0.00
23500,60,Mild,20,1.00
23500,60,Mild,30,2.00
23500,60,Mild,40,3.00
23500,60,Mild,50,4.00
23500,60,Mild,60,5.00
23500,60,Mild,70,6.00
23500,60,Mild,80,7.00
23500,60,Mild,90,9.00
23500,60,Mild,100,10.00
23500,60,Mild,110,12.00
23500,60,Mild,120,13.00
23500,60,Mild,130,15.00
23500,60,Mild,140,16.00
23500,60,Mild,150,18.00
23500,60,Mild,160,19.00
23500,60,Mild,170,21.00
23500,60,Mild,180,22.00
23500,60,Mild,190,24.00
23500,60,Mild,200,25.00
23500,60,Mild,210,27.00
23500,60,Mild,220,28.00
23500,60,Mild,230,30.00
23500,60,Mild,240,31.00
23500,60,Heavy,10,1.00
23500,60,Heavy,20,2.00
23500,60,Heavy,30,4.00
23500,60,Heavy,40,6.00
23500,60,Heavy,50,8.00
23500,60,Heavy,60,10.00
23500,60,Heavy,70,13.00
23500,60,Heavy,80,15.00
23500,60,Heavy,90,18.00
23500,60,Heavy,100,20.00
23500,60,Heavy,110,22.00
23500,60,Heavy,120,25.00
23500,60,Heavy,130,27.00
23500,60,Heavy,140,29.00
23500,60,Heavy,150,31.00
23500,60,Heavy,160,33.00
23500,60,Heavy,170,35.00
23500,60,Heavy,180,37.00
23500,60,Heavy,190,39.00
23500,60,Heavy,200,41.00
23500,60,Heavy,210,43.00
23500,60,Heavy,220,44.00
23500,60,Heavy,230,46.00
23500,60,Heavy,240,47.00
24000,0,Rest,10,0.00
24000,0,Rest,20,1.00
24000,0,Rest,30,1.00
24000,0,Rest,40,2.00
24000,0,Rest,50,3.00
24000,0,Rest,60,4.00
24000,0,Rest,70,5.00
24000,0,Rest,80,6.00
24000,0,Rest,90,7.00
24000,0,Rest,100,8.00
24000,0,Rest,110,9.00
24000,0,Rest,120,11.00
24000,0,Rest,130,12.00
24000,0,Rest,140,13.00
24000,0,Rest,150,14.00
24000,0,Rest,160,16.00
24000,0,Rest,170,17.00
24000,0,Rest,180,18.00
24000,0,Rest,190,19.00
24000,0,Rest,200,21.00
24000,0,Rest,210,22.00
24000,0,Rest,220,23.00
24000,0,Rest,230,25.00
24000,0,Rest,240,26.00
24000,0,Mild,10,1.00
24000,0,Mild,20,4.00
24000,0,Mild,30,7.00
24000,0,Mild,40,11.00
24000,0,Mild,50,14.00
24000,0,Mild,60,18.00
24000,0,Mild,70,22.00
24000,0,Mild,80,25.00
24000,0,Mild,90,28.00
24000,0,Mild,100,32.00
24000,0,Mild,110,35.00
24000,0,Mild,120,38.00
24000,0,Mild,130,40.00
24000,0,Mild,140,43.00
24000,0,Mild,150,45.00
24000,0,Mild,160,47.00
24000,0,Mild,170,49.00
24000,0,Mild,180,51.00
24000,0,Mild,190,53.00
24000,0,Mild,200,55.00
24000,0,Mild,210,57.00
24000,0,Mild,220,58.00
24000,0,Mild,230,60.00
24000,0,Mild,240,61.00
24000,0,Heavy,10,2.00
24000,0,Heavy,20,5.00
24000,0,Heavy,30,9.00
24000,0,Heavy,40,13.00
24000,0,Heavy,50,18.00
24000,0,Heavy,60,22.00
24000,0,Heavy,70,27.00
24000,0,Heavy,80,31.00
24000,0,Heavy,90,35.00
24000,0,Heavy,100,39.00
24000,0,Heavy,110,42.00
24000,0,Heavy,120,45.00
24000,0,Heavy,130,48.00
24000,0,Heavy,140,51.00
24000,0,Heavy,150,54.00
24000,0,Heavy,160,56.00
24000,0,Heavy,170,58.00
24000,0,Heavy,180,60.00
24000,0,Heavy,190,62.00
24000,0,Heavy,200,64.00
24000,0,Heavy,210,66.00
24000,0,Heavy,220,67.00
24000,0,Heavy,230,69.00
24000,0,Heavy,240,70.00
24000,15,Rest,10,0.00
24000,15,Rest,20,1.00
24000,15,Rest,30,1.00
24000,15,Rest,40,2.00
24000,15,Rest,50,2.00
24000,15,Rest,60,3.00
24000,15,Rest,70,4.00
24000,15,Rest,80,5.00
24000,15,Rest,90,6.00
24000,15,Rest,100,7.00
24000,15,Rest,110,8.00
24000,15,Rest,120,9.00
24000,15,Rest,130,10.00
24000,15,Rest,140,11.00
24000,15,Rest,150,13.00
24000,15,Rest,160,14.00
24000,15,Rest,170,15.00
24000,15,Rest,180,16.00
24000,15,Rest,190,17.00
24000,15,Rest,200,18.00
24000,15,Rest,210,20.00
24000,15,Rest,220,21.00
24000,15,Rest,230,22.00
24000,15,Rest,240,23.00
24000,15,Mild,10,1.00
24000,15,Mild,20,2.00
24000,15,Mild,30,3.00
24000,15,Mild,40,5.00
24000,15,Mild,50,6.00
24000,15,Mild,60,8.00
24000,15,Mild,70,11.00
24000,15,Mild,80,13.00
24000,15,Mild,90,15.00
24000,15,Mild,100,17.00
24000,15,Mild,110,19.00
24000,15,Mild,120,22.00
24000,15,Mild,130,24.00
24000,15,Mild,140,26.00
24000,15,Mild,150,28.00
24000,15,Mild,160,30.00
24000,15,Mild,170,33.00
24000,15,Mild,180,35.00
24000,15,Mild,190,36.00
24000,15,Mild,200,38.00
24000,15,Mild,210,40.00
24000,15,Mild,220,42.00
24000,15,Mild,230,44.00
24000,15,Mild,240,45.00
24000,15,Heavy,10,1.00
24000,15,Heavy,20,4.00
24000,15,Heavy,30,7.00
24000,15,Heavy,40,11.00
24000,15,Heavy,50,15.00
24000,15,Heavy,60,19.00
24000,15,Heavy,70,23.00
24000,15,Heavy,80,27.00
24000,15,Heavy,90,30.00
24000,15,Heavy,100,34.00
24000,15,Heavy,110,37.00
24000,15,Heavy,120,40.00
24000,15,Heavy,130,43.00
24000,15,Heavy,140,45.00
24000,15,Heavy,150,48.00
24000,15,Heavy,160,50.00
24000,15,Heavy,170,52.00
24000,15,Heavy,180,54.00
24000,15,Heavy,190,56.00
24000,15,Heavy,200,58.00
24000,15,Heavy,210,60.00
24000,15,Heavy,220,61.00
24000,15,Heavy,230,63.00
24000,15,Heavy,240,64.00
24000,30,Rest,10,0.00
24000,30,Rest,20,0.00
24000,30,Rest,30,1.00
24000,30,Rest,40,1.00
24000,30,Rest,50,2.00
24000,30,Rest,60,3.00
24000,30,Rest,70,4.00
24000,30,Rest,80,4.00
24000,30,Rest,90,5.00
24000,30,Rest,100,6.00
24000,30,Rest,110,7.00
24000,30,Rest,120,8.00
24000,30,Rest,130,9.00
24000,30,Rest,140,10.00
24000,30,Rest,150,11.00
24000,30,Rest,160,12.00
24000,30,Rest,170,13.00
24000,30,Rest,180,14.00
24000,30,Rest,190,15.00
24000,30,Rest,200,16.00
24000,30,Rest,210,17.00
24000,30,Rest,220,18.00
24000,30,Rest,230,19.00
24000,30,Rest,240,21.00
24000,30,Mild,10,0.00
24000,30,Mild,20,1.00
24000,30,Mild,30,3.00
24000,30,Mild,40,4.00
24000,30,Mild,50,6.00
24000,30,Mild,60,7.00
24000,30,Mild,70,9.00
24000,30,Mild,80,11.00
24000,30,Mild,90,13.00
24000,30,Mild,100,15.00
24000,30,Mild,110,17.00
24000,30,Mild,120,19.00
24000,30,Mild,130,21.00
24000,30,Mild,140,23.00
24000,30,Mild,150,25.00
24000,30,Mild,160,27.00
24000,30,Mild,170,29.00
24000,30,Mild,180,31.00
24000,30,Mild,190,33.00
24000,30,Mild,200,35.00
24000,30,Mild,210,37.00
24000,30,Mild,220,38.00
24000,30,Mild,230,40.00
24000,30,Mild,240,42.00
24000,30,Heavy,10,1.00
24000,30,Heavy,20,4.00
24000,30,Heavy,30,6.00
24000,30,Heavy,40,10.00
24000,30,Heavy,50,13.00
24000,30,Heavy,60,17.00
24000,30,Heavy,70,20.00
24000,30,Heavy,80,24.00
24000,30,Heavy,90,27.00
24000,30,Heavy,100,30.00
24000,30,Heavy,110,34.00
24000,30,Heavy,120,36.00
24000,30,Heavy,130,39.00
24000,30,Heavy,140,42.00
24000,30,Heavy,150,44.00
24000,30,Heavy,160,47.00
24000,30,Heavy,170,49.00
24000,30,Heavy,180,51.00
24000,30,Heavy,190,53.00
24000,30,Heavy,200,55.00
24000,30,Heavy,210,56.00
24000,30,Heavy,220,58.00
24000,30,Heavy,230,60.00
24000,30,Heavy,240,61.00
24000,45,Rest,10,0.00
24000,45,Rest,20,0.00
24000,45,Rest,30,1.00
24000,45,Rest,40,1.00
24000,45,Rest,50,2.00
24000,45,Rest,60,2.00
24000,45,Rest,70,3.00
24000,45,Rest,80,4.00
24000,45,Rest,90,4.00
24000,45,Rest,100,5.00
24000,45,Rest,110,6.00
24000,45,Rest,120,7.00
24000,45,Rest,130,8.00
